"Onglet source","Catégorie","Type","Nom officiel (EN)","Prix","Dégâts","Portée","Rechargement","Bulk","Mains","Groupe","Traits","Niveau","Rareté","Livre","Source","Livre / source","Ensemble","Catégorie PF2e","Rareté / accès","Nature","Notes","Bonus CA","Dex max.","Pénalité tests","Pénalité vitesse","Force requise","Dureté","PV","Seuil de rupture (BT)","Prix vérifié AoN","Prix vérifié (pc)","Fiche AoN vérifiée","Nom AoN retenu","Livre AoN","Édition retenue","Niveau AoN","Date vérification"
"Armes standards","Simple","Mêlée","Staff","0","1d4 B","","","1","1","Club","Monk, two-hand d8","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=12&NoRedirect=1","","","","","","","","","","","","","","","","0","https://2e.aonprd.com/Weapons.aspx?ID=12&NoRedirect=1","Staff","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Bastard sword","4 gp","1d8 S","","","1","1","Sword","Two-hand d12","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=15&NoRedirect=1","","","","","","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=15&NoRedirect=1","Bastard Sword","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Battle axe","1 gp","1d8 S","","","1","1","Axe","Sweep","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=16&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=16&NoRedirect=1","Battle Axe","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Bo staff","2 sp","1d8 B","","","2","2","Club","Monk, parry, reach, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=17&NoRedirect=1","","","","","","","","","","","","","","","2 sp","20","https://2e.aonprd.com/Weapons.aspx?ID=17&NoRedirect=1","Bo Staff","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Falchion","3 gp","1d10 S","","","2","2","Sword","Forceful, sweep","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=18&NoRedirect=1","","","","","","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=18&NoRedirect=1","Falchion","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Flail","8 sp","1d6 B","","","1","1","Flail","Disarm, sweep, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=19&NoRedirect=1","","","","","","","","","","","","","","","8 sp","80","https://2e.aonprd.com/Weapons.aspx?ID=19&NoRedirect=1","Flail","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Glaive","1 gp","1d8 S","","","2","2","Polearm","Deadly d8, forceful, reach","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=20&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=20&NoRedirect=1","Glaive","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Greataxe","2 gp","1d12 S","","","2","2","Axe","Sweep","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=21&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=21&NoRedirect=1","Greataxe","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Greatclub","1 gp","1d10 B","","","2","2","Club","Backswing, shove","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=22&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=22&NoRedirect=1","Greatclub","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Greatpick","1 gp","1d10 P","","","2","2","Pick","Fatal d12","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=23&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=23&NoRedirect=1","Greatpick","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Greatsword","2 gp","1d12 S","","","2","2","Sword","Versatile P","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=24&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=24&NoRedirect=1","Greatsword","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Guisarme","2 gp","1d10 S","","","2","2","Polearm","Reach, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=25&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=25&NoRedirect=1","Guisarme","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Halberd","2 gp","1d10 P","","","2","2","Polearm","Reach, versatile S","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=26&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=26&NoRedirect=1","Halberd","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Hatchet","4 sp","1d6 S","","","L","1","Axe","Agile, sweep, thrown 10 ft.","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=27&NoRedirect=1","","","","","","","","","","","","","","","4 sp","40","https://2e.aonprd.com/Weapons.aspx?ID=27&NoRedirect=1","Hatchet","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Lance","1 gp","1d8 P","","","2","2","Spear","Deadly d8, jousting d6, reach","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=28&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=28&NoRedirect=1","Lance","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Light hammer","3 sp","1d6 B","","","L","1","Hammer","Agile, thrown 20 ft.","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=29&NoRedirect=1","","","","","","","","","","","","","","","3 sp","30","https://2e.aonprd.com/Weapons.aspx?ID=29&NoRedirect=1","Light Hammer","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Light pick","4 sp","1d4 P","","","L","1","Pick","Agile, fatal d8","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=30&NoRedirect=1","","","","","","","","","","","","","","","4 sp","40","https://2e.aonprd.com/Weapons.aspx?ID=30&NoRedirect=1","Light Pick","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Longsword","1 gp","1d8 S","","","1","1","Sword","Versatile P","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=31&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=31&NoRedirect=1","Longsword","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Main-gauche","5 sp","1d4 P","","","L","1","Knife","Agile, disarm, finesse, parry, versatile S","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=32&NoRedirect=1","","","","","","","","","","","","","","","5 sp","50","https://2e.aonprd.com/Weapons.aspx?ID=32&NoRedirect=1","Main-gauche","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Maul","3 gp","1d12 B","","","2","2","Hammer","Shove","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=33&NoRedirect=1","","","","","","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=33&NoRedirect=1","Maul","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Pick","7 sp","1d6 P","","","1","1","Pick","Fatal d10","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=34&NoRedirect=1","","","","","","","","","","","","","","","7 sp","70","https://2e.aonprd.com/Weapons.aspx?ID=34&NoRedirect=1","Pick","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Ranseur","2 gp","1d10 P","","","2","2","Polearm","Disarm, reach","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=35&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=35&NoRedirect=1","Ranseur","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Rapier","2 gp","1d6 P","","","1","1","Sword","Deadly d8, disarm, finesse","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=36&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=36&NoRedirect=1","Rapier","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Sap","1 sp","1d6 B","","","L","1","Club","Agile, nonlethal","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=37&NoRedirect=1","","","","","","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=37&NoRedirect=1","Sap","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Scimitar","1 gp","1d6 S","","","1","1","Sword","Forceful, sweep","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=38&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=38&NoRedirect=1","Scimitar","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Scythe","2 gp","1d10 S","","","2","2","Polearm","Deadly d10, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=39&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=39&NoRedirect=1","Scythe","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Shield bash","—","1d4 B","","","—","1","Shield","—","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=40&NoRedirect=1","","","","","","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=40&NoRedirect=1","Shield Bash","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Shield boss","5 sp","1d6 B","","","—","1","Shield","Attached to shield","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=41&NoRedirect=1","","","","","","","","","","","","","","","5 sp","50","https://2e.aonprd.com/Weapons.aspx?ID=41&NoRedirect=1","Shield Boss","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Shield spikes","5 sp","1d6 P","","","—","1","Shield","Attached to shield","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=42&NoRedirect=1","","","","","","","","","","","","","","","5 sp","50","https://2e.aonprd.com/Weapons.aspx?ID=42&NoRedirect=1","Shield Spikes","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Shortsword","9 sp","1d6 P","","","L","1","Sword","Agile, finesse, versatile S","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=43&NoRedirect=1","","","","","","","","","","","","","","","9 sp","90","https://2e.aonprd.com/Weapons.aspx?ID=43&NoRedirect=1","Shortsword","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Starknife","2 gp","1d4 P","","","L","1","Knife","Agile, deadly d6, finesse, thrown 20 ft., versatile S","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=44&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=44&NoRedirect=1","Starknife","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Sword cane","5 gp","1d6 P","","","1","1","Sword","Agile, concealable, finesse","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=127&NoRedirect=1","","","","","","","","","","","","","","","5 gp","500","https://2e.aonprd.com/Weapons.aspx?ID=127&NoRedirect=1","Sword Cane","Advanced Player's Guide pg. 248","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Trident","1 gp","1d8 P","","","1","1","Spear","Thrown 20 ft.","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=45&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=45&NoRedirect=1","Trident","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","War flail","2 gp","1d10 B","","","2","2","Flail","Disarm, sweep, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=46&NoRedirect=1","","","","","","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=46&NoRedirect=1","War Flail","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Warhammer","1 gp","1d8 B","","","1","1","Hammer","Shove","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=47&NoRedirect=1","","","","","","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=47&NoRedirect=1","Warhammer","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Martial","Mêlée","Whip","1 sp","1d4 S","","","1","1","Flail","Disarm, finesse, nonlethal, reach, trip","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=48&NoRedirect=1","","","","","","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=48&NoRedirect=1","Whip","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Blowgun","1 sp","1 P","20 ft.","1","L","1","Dart","Agile, nonlethal","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=66&NoRedirect=1","","","","","","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=66&NoRedirect=1","Blowgun","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Crossbow","3 gp","1d8 P","120 ft.","1","1","2","Crossbow","—","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=67&NoRedirect=1","","","","","","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=67&NoRedirect=1","Crossbow","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Dart","1 cp","1d4 P","20 ft.","—","L","1","Dart","Agile, thrown","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=68&NoRedirect=1","","","","","","","","","","","","","","","1 cp","1","https://2e.aonprd.com/Weapons.aspx?ID=68&NoRedirect=1","Dart","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Hand crossbow","3 gp","1d6 P","60 ft.","1","L","1","Crossbow","—","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=69&NoRedirect=1","","","","","","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=69&NoRedirect=1","Hand Crossbow","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Heavy crossbow","4 gp","1d10 P","120 ft.","2","2","2","Crossbow","—","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=70&NoRedirect=1","","","","","","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=70&NoRedirect=1","Heavy Crossbow","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Javelin","1 sp","1d6 P","30 ft.","—","L","1","Dart","Thrown","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=71&NoRedirect=1","","","","","","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=71&NoRedirect=1","Javelin","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes standards","Simple","Distance","Sling","0","1d6 B","50 ft.","1","L","1","Sling","Propulsive","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=72&NoRedirect=1","","","","","","","","","","","","","","","","0","https://2e.aonprd.com/Weapons.aspx?ID=72&NoRedirect=1","Sling","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Arbalest","12 gp","1d10 P","110 ft.","1","2","2","Crossbow","Backstabber","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=432","","","","","","","","","","","","","","","8 gp","800","https://2e.aonprd.com/Weapons.aspx?ID=432&NoRedirect=1","Arbalest","Player Core pg. 280","remaster_sans_tarif_legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Bola","5 sp","1d6 B","20 ft.","—","L","1","Sling","Nonlethal, ranged trip, thrown","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=645&NoRedirect=1","","","","","","","","","","","","","","","5 sp","50","https://2e.aonprd.com/Weapons.aspx?ID=645&NoRedirect=1","Bola","Treasure Vault pg. 30","legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Composite longbow","20 gp","1d8 P","100 ft.","0","2","1+","Bow","Deadly d10, propulsive, volley 30 ft.","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=74&NoRedirect=1","","","","","","","","","","","","","","","20 gp","2000","https://2e.aonprd.com/Weapons.aspx?ID=74&NoRedirect=1","Composite Longbow","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Composite shortbow","14 gp","1d6 P","60 ft.","0","1","1+","Bow","Deadly d10, propulsive","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=75&NoRedirect=1","","","","","","","","","","","","","","","14 gp","1400","https://2e.aonprd.com/Weapons.aspx?ID=75&NoRedirect=1","Composite Shortbow","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Longbow","6 gp","1d8 P","100 ft.","0","2","1+","Bow","Deadly d10, volley 30 ft.","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=76&NoRedirect=1","","","","","","","","","","","","","","","6 gp","600","https://2e.aonprd.com/Weapons.aspx?ID=76&NoRedirect=1","Longbow","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes standards","Martial","Distance","Shortbow","3 gp","1d6 P","60 ft.","0","1","1+","Bow","Deadly d10","0","Common","Player Core pp. 277–281","https://2e.aonprd.com/Weapons.aspx?ID=77&NoRedirect=1","","","","","","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=77&NoRedirect=1","Shortbow","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes étendues","","","Clan Dagger","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=13&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=13&NoRedirect=1","Clan Dagger","Core Rulebook pg. 280","legacy","0","2026-09-12"
"Armes étendues","","","Dogslicer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=49&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","1 sp","10","https://2e.aonprd.com/Weapons.aspx?ID=49&NoRedirect=1","Dogslicer","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Dwarven Waraxe","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=62&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=62&NoRedirect=1","Dwarven War Axe","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Elven Curve Blade","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=50&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","4 gp","400","https://2e.aonprd.com/Weapons.aspx?ID=50&NoRedirect=1","Elven Curve Blade","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Filcher's Fork","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=51&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=51&NoRedirect=1","Filcher's Fork","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Gnome Flickmace","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=63&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","3 gp","300","https://2e.aonprd.com/Weapons.aspx?ID=63&NoRedirect=1","Gnome Flickmace","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Gnome Hooked Hammer","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=52&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","2 gp","200","https://2e.aonprd.com/Weapons.aspx?ID=52&NoRedirect=1","Gnome Hooked Hammer","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Halfling Sling Staff","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=78&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","5 gp","500","https://2e.aonprd.com/Weapons.aspx?ID=78&NoRedirect=1","Halfling Sling Staff","Core Rulebook pg. 282","legacy","0","2026-09-12"
"Armes étendues","","","Horsechopper","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=53&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","9 sp","90","https://2e.aonprd.com/Weapons.aspx?ID=53&NoRedirect=1","Horsechopper","Core Rulebook pg. 281","legacy","0","2026-09-12"
"Armes étendues","","","Kama","","","","","","","","","","","","https://2e.aonprd.com/Weapons.aspx?ID=54&NoRedirect=1","Player Core","Armes de base hors sélection commune","","","Arme de base non magique","","","","","","","","","","1 gp","100","https://2e.aonprd.com/Weapons.aspx?ID=54&NoRedirect=1","Kama","Core Rulebook pg. 281","legacy","0","2026-09-12"
